time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:48:58,10.5000,3,109,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
2020-10-06 12:45:57,10.5000,3,106,10.5000,10.5500,10.4000
